"ntee","description","definition","BroadCategory","MajorGroup","two.digit","type.org","two.digit.s","tens","ones","hosp","univ"
"R63","Censorship, Freedom of Speech & Press","Organizations that support the right of the press to freedom of expression without censorship or other restrictions by government and/or which support the right of the media to maintain confidential sources.",7,"R","63","regular","63","6","3",FALSE,FALSE
"R65","Freedom of Religion Issues<i>(Draft Code - not for internal IRS use)</i>","Organizations that support the passage of legislation and other social measures that protect or extend the rights of individuals to conduct their lives according to the precepts of their faith.",7,"R","65","regular","65","6","5",FALSE,FALSE
"R67","Right to Die & Euthanasia","Organizations that support the right of people who may be terminally ill to end their own lives in a planned manner either by active means or by the removal of life-support systems.",7,"R","67","regular","67","6","7",FALSE,FALSE
"R99","Civil Rights, Social Action & Advocacy N.E.C.","Use this code for organizations that clearly provide civil rights, social action or advocacy services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",7,"R","99","regular","99","9","9",FALSE,FALSE
"S01","Alliances & Advocacy","Organizations whose activities focus on influencing public policy within the Community Improvement, Capacity Building major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",7,"S","01","speciality","01","0","1",FALSE,FALSE
"S02","Management & Technical Assistance","Consultation, training, and other forms of management assistance services to nonprofit groups within the Community Improvement, Capacity Building major group area.",7,"S","02","speciality","02","0","2",FALSE,FALSE
"S03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Community Improvement, Capacity Building major group area.",7,"S","03","speciality","03","0","3",FALSE,FALSE
"S05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Community Improvement, Capacity Building major group area.",7,"S","05","speciality","05","0","5",FALSE,FALSE
"S11","Single Organization Support","Organizations existing as a fund-raising entity for a single institution within the Community Improvement & Capacity Building major group area.",7,"S","11","speciality","11","0","1",FALSE,FALSE
"S12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the Community Improvement, Capacity Building major group area.",7,"S","12","speciality","12","0","2",FALSE,FALSE
"S19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Community Improvement, Capacity Building major group area.",7,"S","19","speciality","19","0","9",FALSE,FALSE
"S20","Community & Neighborhood Development","Organizations that focus broadly on strengthening, unifying and building the economic, cultural, educational and social services of an urban community or neighborhood. Use this code for community and neighborhood improvement organizations other than those specified below.",7,"S","20","regular","20","2","0",FALSE,FALSE
"S21","Community Coalitions","Organizations that are designed to increase citizen participation in local policy issues and thereby improve the overall quality of life in a particular state or community.",7,"S","21","regular","21","2","1",FALSE,FALSE
"S22","Neighborhood & Block Associations","Organizations whose members are residents of a particular community or neighborhood who have joined together to remedy deficiencies in existing neighborhood conditions or to enhance conditions that are currently satisfactory.",7,"S","22","regular","22","2","2",FALSE,FALSE
"S30","Economic Development","Organizations whose primary purpose is to stimulate the economy, expand employment opportunities, encourage the establishment and growth of commerce and industry and otherwise enhance the economic development of the community.",7,"S","30","regular","30","3","0",FALSE,FALSE
"S31","Urban & Community Economic Development","Organizations that provide technical assistance, loans, loan guarantees or other forms of management support to help impoverished urban communities create local jobs, sustain local services and build healthier local economies.",7,"S","31","regular","31","3","1",FALSE,FALSE
"S32","Rural Economic Development","Organizations that provide technical assistance, venture capital, loans, loan guarantees or other forms of management support to encourage the establishment and growth of business and industry in rural areas.",7,"S","32","regular","32","3","2",FALSE,FALSE
"S40","Business & Industry","Organizations that provide technical assistance, loans, loan guarantees and other forms of assistance to support the development and growth of a wide variety of business establishments in the community.",7,"S","40","regular","40","4","0",FALSE,FALSE
"S41","Chambers of Commerce & Business Leagues","Organizations like chambers of commerce, business leagues and commercial trade associations whose members are businessmen and women and merchants who have affiliated for the purpose of promoting the general commercial interests of the community or the interests of their own trade. \[Many of these are found in section 501(c)(6) business leagues; and 501(c)(6) chambers of commerce.\]",7,"S","41","regular","41","4","1",FALSE,FALSE
"S43","Small Business Development","Organizations that provide technical assistance, venture capital, loans, loan guarantees or other forms of support for individuals or groups who want to establish or expand the operation of a small business enterprise or venture.",7,"S","43","regular","43","4","3",FALSE,FALSE
"S46","Boards of Trade","501(c)(6) organizations that are involved in regulating, promoting or conducting commodities and commercial investment exchanges.",7,"S","46","regular","46","4","6",FALSE,FALSE
"S47","Real Estate Associations","Organizations whose members are in the real estate business who have affiliated for the purpose of promoting the interests of their trade.",7,"S","47","regular","47","4","7",FALSE,FALSE
"S50","Nonprofit Management","Organizations that provide technical assistance for nonprofit organizations who need management support in areas like board development; facility administration; fiscal administration; grant writing; personnel administration; program planning, development or evaluation; service delivery; volunteer utilization; or public relations. Use this code for Nonprofit Management Support Centers.",7,"S","50","regular","50","5","0",FALSE,FALSE
"S80","Community Service Clubs","Organizations whose members are business and professional men and/or women or other individuals who have a common interest in improving the life of the community, which conduct fund-raising events to finance community service projects. Many service clubs are chapters of national or international organizations.",7,"S","80","regular","80","8","0",FALSE,FALSE
"S81","Womens Service Clubs","Organizations whose members are women who have a common interest in improving the life of the community, which conduct fund-raising events to finance community service projects.",7,"S","81","regular","81","8","1",FALSE,FALSE
"S82","Mens Service Clubs","Organizations whose members are men who have a common interest in improving the life of the community, which conduct fund-raising events to finance community service projects.",7,"S","82","regular","82","8","2",FALSE,FALSE
"S99","Community Improvement & Capacity Building N.E.C.","Use this code for organizations that clearly provide community improvement, capacity building services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",7,"S","99","regular","99","9","9",FALSE,FALSE
"T01","Alliances & Advocacy","Organizations whose activities focus on influencing public policy within the Philanthropy, Voluntarism, and Grantmaking Foundations major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",7,"T","01","speciality","01","0","1",FALSE,FALSE
"T02","Management & Technical Assistance","Consultation, training, and other forms of management assistance services to nonprofit groups within the Philanthropy, Voluntarism, and Grantmaking Foundations major group area.",7,"T","02","speciality","02","0","2",FALSE,FALSE
"T03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Philanthropy, Voluntarism, and Grantmaking Foundations major group area.",7,"T","03","speciality","03","0","3",FALSE,FALSE
"T05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Philanthropy, Voluntarism, and Grantmaking Foundations major group area.",7,"T","05","speciality","05","0","5",FALSE,FALSE
"T11","Single Organization Support","Organizations existing as a fund-raising entity for a single institution within the Philanthropy, Voluntarism & Grantmaking Foundations major group area.",7,"T","11","speciality","11","0","1",FALSE,FALSE
"T12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the Philanthropy, Voluntarism, and Grantmaking Foundations major group area.",7,"T","12","speciality","12","0","2",FALSE,FALSE
"T19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Philanthropy, Voluntarism, and Grantmaking Foundations major group area.",7,"T","19","speciality","19","0","9",FALSE,FALSE
"T20","Private Grantmaking Foundations","Nongovernmental, nonprofit organizations with funds (usually from a single source, such as an individual, family or corporation) and programs managed by its own trustees or directors, established to maintain or aid social, educational, religious or other charitable activities serving the common welfare, primarily through grantmaking. T20 should be used only if one of the more specific codes in the T20 series cannot be determined.",7,"T","20","regular","20","2","0",FALSE,FALSE
"T21","Corporate Foundations","Private foundations whose grant funds are derived primarily from the contributions of a profit-making business organization.",7,"T","21","regular","21","2","1",FALSE,FALSE
"T22","Private Independent Foundations","Private foundations that make grants based on charitable endowments. Because of their endowments, they are focused primarily on grantmaking and generally do not actively raise funds or seek public financial support. These are the most common type of private foundation. They are generally endowed, usually from a single individual or family. Private foundations are considered family foundations if relatives or the original donor are still active on the board of trustees or in the operation of the foundation.",7,"T","22","regular","22","2","2",FALSE,FALSE
"T23","Private Operating Foundations","Private foundations that use a bulk of their resources to provide charitable services or run charitable programs of their own. They make few, if any, grants to outside organizations and, like private independent foundations, they generally do not raise funds from the public.",7,"T","23","regular","23","2","3",FALSE,FALSE
"T30","Public Foundations","Organizations, sometimes referred to as public charities, that derive their funding or support primarily from the general public in carrying out their social, educational, religious or other charitable activities serving the common welfare. Although public foundations may provide direct charitable services to the public as other nonprofits do, their primary focus is on grantmaking.",7,"T","30","regular","30","3","0",FALSE,FALSE
"T31","Community Foundations","Organizations that make grants for charitable purposes in a specific community or region. The funds available to a community foundation are usually derived from many donors and held in an endowment that is independently administered; income earned by the endowment is then used to make grants. (rev. 11/04)",7,"T","31","regular","31","3","1",FALSE,FALSE
"T40","Voluntarism Promotion","Organizations that encourage people to volunteer. (rev. 1/05)",7,"T","40","regular","40","4","0",FALSE,FALSE
"T50","Philanthropy, Charity & Voluntarism Promotion","Organizations concerned with civil society, philanthropy, and the nonprofit sector who seek to promote the practice of charitable giving and voluntarism through a variety of strategies including advocacy, disclosure, information exchange, and research. (rev. 1/05)",7,"T","50","regular","50","5","0",FALSE,FALSE
"T70","Federated Giving Programs","Organizations that administer centralized fundraising efforts and then in turn distribute the contributed funds to several nonprofit agencies. United Way and community chests or funds, the United Jewish Appeal and other religious appeals are examples of federated giving programs. (rev. 1/05)",7,"T","70","regular","70","7","0",FALSE,FALSE
"T90","Named Trusts N.E.C.","Use this code for named trusts not classified elsewhere. (rev. 11/04)",7,"T","90","regular","90","9","0",FALSE,FALSE
"T99","Philanthropy, Voluntarism & Grantmaking Foundations N.E.C.","Use this code for organizations that clearly provide philanthropy, voluntarism and grantmaking services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",7,"T","99","regular","99","9","9",FALSE,FALSE
"U01","Alliances & Advocacy","Organizations whose activities focus on influencing public policy within the Science and Technology Research Institutes, Services major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",7,"U","01","speciality","01","0","1",FALSE,FALSE
"U02","Management & Technical Assistance","Consultation, training, and other forms of management assistance services to nonprofit groups within the Science and Technology Research Institutes, Services major group area.",7,"U","02","speciality","02","0","2",FALSE,FALSE
"U03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Science and Technology Research Institutes, Services major group area.",7,"U","03","speciality","03","0","3",FALSE,FALSE
"U05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Science and Technology Research Institutes, Services major group area.",7,"U","05","speciality","05","0","5",FALSE,FALSE
"U11","Single Organization Support","Organizations existing as a fund-raising entity for a single institution within the Science & Technology major group area.",7,"U","11","speciality","11","0","1",FALSE,FALSE
"U12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the Science and Technology Research Institutes, Services major group area.",7,"U","12","speciality","12","0","2",FALSE,FALSE
"U19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Science and Technology Research Institutes, Services major group area.",7,"U","19","speciality","19","0","9",FALSE,FALSE
"U20","General Science","Organizations that focus broadly on scientific research and inquiry or which engage in interdisciplinary science activities.",7,"U","20","regular","20","2","0",FALSE,FALSE
"U21","Marine Science & Oceanography","Organizations that support or conduct research in the area of science that studies the oceans and associated phenomena including the land/ water and water/atmospheric boundaries.",7,"U","21","regular","21","2","1",FALSE,FALSE
"U30","Physical & Earth Sciences","Organizations that conduct research in the physical and earth sciences, i.e., the area of science that studies inanimate objects, processes of matter and energy and associated phenomena. Use this code for organizations that conduct research that broadly covers the physical and earth sciences or for those that address areas of scientific study not specified below.",7,"U","30","regular","30","3","0",FALSE,FALSE
"U31","Astronomy","Organizations that conduct research in astronomy, the physical science that addresses matter and energy in the universe using observational techniques such as spectroscopy, photometry, interferometry, radio astronomy and optical astronomy.",7,"U","31","regular","31","3","1",FALSE,FALSE
"U33","Chemistry & Chemical Engineering","Organizations that conduct research in chemistry, the science which addresses the composition and behavior of matter including its micro- and macro-structure, the processes of chemical change and the theoretical description and laboratory simulation of these phenomena.",7,"U","33","regular","33","3","3",FALSE,FALSE
"U34","Mathematics","Organizations that conduct research in mathematics, the science which addresses quantities, magnitudes, forms and their relationships using symbolic logic and language.",7,"U","34","regular","34","3","4",FALSE,FALSE
"U36","Geology","Organizations that conduct research in the area of science that studies the earth; the forces acting upon it; and the behavior of the solids, liquids and gases comprising it.",7,"U","36","regular","36","3","6",FALSE,FALSE
"U40","Engineering & Technology","Organizations that conduct research in the area of science which applies mathematical and scientific principles to the solution of practical problems for the benefit of society.",7,"U","40","regular","40","4","0",FALSE,FALSE
"U41","Computer Science","Organizations that conduct research in the area of science that addresses the study of data and information storage and processing systems including hardware, software, basic design principles, user requirements analysis and related economic and policy issues.",7,"U","41","regular","41","4","1",FALSE,FALSE
"U42","Engineering","Organizations that conduct research in the field of engineering in which mathematical and scientific principles are applied to solve a wide variety of practical problems in industry, social organization, public works and commerce.",7,"U","42","regular","42","4","2",FALSE,FALSE
"U50","Biological & Life Sciences","Organizations that conduct research in the sciences which analyze the structure, function, growth, origin, evolution or distribution of living organisms and their relations to their natural environments.",7,"U","50","regular","50","5","0",FALSE,FALSE
"U99","Science & Technology N.E.C.","Use this code for organizations that clearly provide science and technology research services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",7,"U","99","regular","99","9","9",FALSE,FALSE
"V01","Alliances & Advocacy","Organizations whose activities focus on influencing public policy within the Social Science Research Institutes, Services major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",7,"V","01","speciality","01","0","1",FALSE,FALSE
"V02","Management & Technical Assistance","Consultation, training, and other forms of management assistance services to nonprofit groups within the Social Science Research Institutes, Services major group area.",7,"V","02","speciality","02","0","2",FALSE,FALSE
"V03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Social Science Research Institutes, Services major group area.",7,"V","03","speciality","03","0","3",FALSE,FALSE
"V05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Social Science Research Institutes, Services major group area.",7,"V","05","speciality","05","0","5",FALSE,FALSE
"V11","Single Organization Support","Organizations existing as a fund-raising entity for a single institution within the Social Science major group area.",7,"V","11","speciality","11","0","1",FALSE,FALSE
"V12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the Social Science Research Institutes, Services major group area.",7,"V","12","speciality","12","0","2",FALSE,FALSE
"V19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Social Science Research Institutes, Services major group area.",7,"V","19","speciality","19","0","9",FALSE,FALSE
"V20","Social Science","Organizations that conduct research, study or teaching in one or more of the social sciences, i.e., those involving the systematic study of social systems, social institutions and social behavior.",7,"V","20","regular","20","2","0",FALSE,FALSE
"V21","Anthropology & Sociology","Organizations that conduct research in the area of social science that involves the systematic study of human beings, their antecedents and related primates, and their cultural behavior and institutions in comparative perspective (anthropology); and/or the study of social institutions and social relationships (sociology).",7,"V","21","regular","21","2","1",FALSE,FALSE
"V22","Economics","Organizations that conduct research in the area of social science that involves the systematic study of the production, conservation and allocation of resources in conditions of scarcity, together with the organizational frameworks related to these processes.",7,"V","22","regular","22","2","2",FALSE,FALSE
"V23","Behavioral Science","Organizations that conduct research in psychology, the social science that involves the systematic study of individual and collective behavior, the physical and environmental bases of behavior, and the analysis and treatment of behavior problems and disorders.",7,"V","23","regular","23","2","3",FALSE,FALSE
"V24","Political Science","Organizations that conduct research in the area of social science that involves the systematic study of political institutions and behavior.",7,"V","24","regular","24","2","4",FALSE,FALSE
"V25","Population Studies","Organizations that conduct research in the area of social science that involves the systematic study of population models and population phenomena, and related problems of social structure and behavior.",7,"V","25","regular","25","2","5",FALSE,FALSE
"V26","Law & Jurisprudence","Organizations that conduct research in the area of social science that involves the systematic study of the theory, history and application of the rules of conduct by which societal relations are formally structured and adjudicated.",7,"V","26","regular","26","2","6",FALSE,FALSE
"V30","Interdisciplinary Research","Organizations that bring together the humanities, physical sciences and social sciences to develop and enhance a broad understanding of particular populations, cultures or other related areas of research. Use this code for organizations that conduct broadly conceived interdisciplinary research or for those that address areas of interdisciplinary study not specified below.",7,"V","30","regular","30","3","0",FALSE,FALSE
"V31","Black Studies","Organizations that conduct research in the area of social science that involves the systematic study of the history, society, politics, culture and economics of the African American populations of the Western Hemisphere, with emphasis on the United States and the Caribbean.",7,"V","31","regular","31","3","1",FALSE,FALSE
"V32","Womens Studies","Organizations that conduct research in the area of social science that involves the systematic study of the history, society, politics, culture and economics of women as individuals and social actors.",7,"V","32","regular","32","3","2",FALSE,FALSE
"V33","Ethnic Studies","Organizations that conduct research in the area of social science that involves the systematic study of the history, society, politics, culture and economics of subsets of the population sharing common racial characteristics or common traits and customs.",7,"V","33","regular","33","3","3",FALSE,FALSE
"V34","Urban Studies","Organizations that conduct research in the area of social science that applies social science principles to the study of urban institutions and the forces influencing urban social and political life.",7,"V","34","regular","34","3","4",FALSE,FALSE
"V35","International Studies","Organizations that conduct research in the area of social science that involves the systematic study of the history, society, politics, culture and economics of particular geographical areas throughout the world.",7,"V","35","regular","35","3","5",FALSE,FALSE
"V36","Gerontology","Organizations that conduct research in the area of social science that involves the systematic study of the human aging process and aged human populations using the knowledge and methodologies of the social sciences, psychology and the biological health sciences.",7,"V","36","regular","36","3","6",FALSE,FALSE
"V37","Labor Studies","Organizations that conduct research in the area of social science that involves the systematic study of employee-management interactions and the management of issues and disputes regarding working conditions and worker benefit packages.",7,"V","37","regular","37","3","7",FALSE,FALSE
"V99","Social Science N.E.C.","Use this code for organizations that clearly provide social science research services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",7,"V","99","regular","99","9","9",FALSE,FALSE
"W01","Alliances & Advocacy","Organizations whose activities focus on influencing public policy within the Public, Society Benefit - Multipurpose and Other major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",7,"W","01","speciality","01","0","1",FALSE,FALSE
"W02","Management & Technical Assistance","Consultation, training, and other forms of management assistance services to nonprofit groups within the Public, Society Benefit - Multipurpose and Other major group area.",7,"W","02","speciality","02","0","2",FALSE,FALSE
"W03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Public, Society Benefit - Multipurpose and Other major group area.",7,"W","03","speciality","03","0","3",FALSE,FALSE
"W05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy research within the Public, Society Benefit - Multipurpose and Other major group area.",7,"W","05","speciality","05","0","5",FALSE,FALSE
"W11","Single Organization Support","Organizations existing as a fund-raising entity for a single institution within the Public & Societal Benefit major group area.",7,"W","11","speciality","11","0","1",FALSE,FALSE
"W12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the Public, Society Benefit - Multipurpose and Other major group area.",7,"W","12","speciality","12","0","2",FALSE,FALSE
"W19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Public, Society Benefit - Multipurpose and Other major group area.",7,"W","19","speciality","19","0","9",FALSE,FALSE
"W20","Government & Public Administration","Organizations that are concerned with the effective functioning of government including the administration of public agencies and the actions and decisions of public officials. Use this code for organizations that undertake a broad range of activities directed at improving the functioning of the public sector and for those that provide specific services in this area that are not specified below.",7,"W","20","regular","20","2","0",FALSE,FALSE
"W22","Public Finance, Taxation & Monetary Policy","Organizations that are primarily engaged in financial administration and taxation including monetary policy; tax administration; collection, custody and disbursement of funds; debt and investment administration; and other similar activities.",7,"W","22","regular","22","2","2",FALSE,FALSE
"W24","Citizen Participation","Organizations that seek to ensure the broad participation of community residents in government decision making and the political process.",7,"W","24","regular","24","2","4",FALSE,FALSE
"W30","Military & Veterans Organizations","Membership organizations that are engaged in promoting the interests of the veterans or active or retired military personnel who are their members.",7,"W","30","regular","30","3","0",FALSE,FALSE
"W40","Public Transportation Systems","Organizations that provide fixed-route mass transit services that utilize buses, trains, ferry boats or other vehicles to transport people within the limits of a city, a metropolitan area, a county or a multi-county region, or to move people from outlying areas into a city or metropolitan area.",7,"W","40","regular","40","4","0",FALSE,FALSE
"W50","Telecommunications","Organizations that furnish point-to-point communications services including telephone and telegraph services.",7,"W","50","regular","50","5","0",FALSE,FALSE
"W60","Financial Institutions","Organizations that provide an alternative to the traditional banking system for people who want to maintain checking or savings accounts, purchase money orders, cash third-party checks or engage in other financial transactions.",7,"W","60","regular","60","6","0",FALSE,FALSE
"W61","Credit Unions","Cooperative 501(c)(14) associations that use money deposited by a group of people (e.g., fellow employees) and lend it out again to people in the same group at favorable interest rates.",7,"W","61","regular","61","6","1",FALSE,FALSE
"W70","Leadership Development","Organizations that are designed to train people to become effective leaders at the national or local level.",7,"W","70","regular","70","7","0",FALSE,FALSE
"W80","Public Utilities","Organizations that provide gas, electricity, water and sanitary services including the hook-up of services and the installation, maintenance and repair of necessary equipment. \[Many are located in section 501(c)(12).\]",7,"W","80","regular","80","8","0",FALSE,FALSE
"W90","Consumer Protection","Organizations that provide for the education and protection of individuals who purchase, use, maintain and dispose of products and services.",7,"W","90","regular","90","9","0",FALSE,FALSE
"W99","Public & Societal Benefit N.E.C.","Use this code for organizations that clearly provide services relating to public affairs or society benefit where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",7,"W","99","regular","99","9","9",FALSE,FALSE
"X01","Alliances & Advocacy","Organizations whose activities focus on influencing public policy within the Religion Related, Spiritual Development major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",8,"X","01","speciality","01","0","1",FALSE,FALSE
"X02","Management & Technical Assistance","Consultation, training, and other forms of management assistance services to nonprofit groups within the Religion Related, Spiritual Development major group area.",8,"X","02","speciality","02","0","2",FALSE,FALSE
"X03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Religion Related, Spiritual Development major group area.",8,"X","03","speciality","03","0","3",FALSE,FALSE
"X05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Religion Related, Spiritual Development major group area.",8,"X","05","speciality","05","0","5",FALSE,FALSE
"X11","Single Organization Support","Organizations existing as a fund-raising entity for a single institution within the Religion-Related major group area.",8,"X","11","speciality","11","0","1",FALSE,FALSE
"X12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the Religion Related, Spiritual Development major group area.",8,"X","12","speciality","12","0","2",FALSE,FALSE
"X19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Religion Related, Spiritual Development major group area.",8,"X","19","speciality","19","0","9",FALSE,FALSE
"X20","Christianity","Religious organizations that provide opportunities for people to satisfy their inner needs and enhance their spiritual growth through organized worship or through other devotional activities under the auspices of one of the group of religious faiths that is based on the teachings of Jesus Christ. Use this code for Christian denominations that are not specified below as well as their ministries, missions or missionary activities; bible camps and schools. (rev. 11/04)",8,"X","20","regular","20","2","0",FALSE,FALSE
"X21","Protestant","Religious organizations whose form of Christian faith and practice originated with the principles of the Reformation. Use this code for Protestant churches as well as their ministries, missions or missionary activities; bible camps and schools; and bible distribution programs.",8,"X","21","regular","21","2","1",FALSE,FALSE
"X22","Roman Catholic","Religious organizations characterized by their acknowledgement of the supreme authority of the bishop of Rome, the pope, in matters of faith. Use this code for Roman Catholic churches as well as their ministries, missions or missionary activities; bible camps and schools; and bible distribution programs.",8,"X","22","regular","22","2","2",FALSE,FALSE
"X30","Judaism","Organizations whose members are a worldwide group which constitutes a continuation through descent or conversion of the ancient Jewish people; who practice Judaism, a religion that is characterized by a belief in one God and in the mission of Jews to teach the oneness of God as revealed in the Hebrew scriptures. Organizations making reference to Lubavitch, Chabad, Yeshiva, and Torah should also be classified here, but not necessarily those mentioning Israel, Hebrew, and Shalom.",8,"X","30","regular","30","3","0",FALSE,FALSE
"X40","Islam","Organizations whose members are followers of Islam, the religious faith and cultural system that is based on the belief in Allah as the sole deity, in Mohammed as the prophet of Allah and in the Koran as the revelation of Allah to Mohammed and the divinely authorized basis for the religious, social, civil, commercial, military and legal regulations of the Islamic world.",8,"X","40","regular","40","4","0",FALSE,FALSE
"X50","Buddhism","Organizations whose members are followers of the religion of eastern and central Asia that is based on the teachings of Gautama Buddha which stress that suffering is inherent in life and that one can achieve nirvana (release from suffering) through mental and moral self-purification. Includes Zen.",8,"X","50","regular","50","5","0",FALSE,FALSE
"X70","Hinduism","Organizations whose members are followers of the religious philosophy that originated on the Indian subcontinent and is marked by an outlook that tends to view all forms and theories as aspects of one eternal being and truth; a belief in ahimsa, karma, dharma, samsara and moksha; and the practice of the way of works, the way of knowledge or the way of devotion as the means of release from the round of rebirths.",8,"X","70","regular","70","7","0",FALSE,FALSE
"X80","Religious Media & Communications","Organizations with religious affiliations that are engaged in publishing, production or programming that has religious content. Use this code for organizations utilizing multiple types of media or for media not specified below.",8,"X","80","regular","80","8","0",FALSE,FALSE
"X81","Religious Film & Video","Organizations with religious affiliations that produce films, videos and holographic images which have religious content.",8,"X","81","regular","81","8","1",FALSE,FALSE
"X82","Religious Television","Organizations with religious affiliations that are engaged in television productions and broadcasts which have religious content.",8,"X","82","regular","82","8","2",FALSE,FALSE
"X83","Religious Printing & Publishing","Organizations with religious affiliations that publish books such as Bibles and other materials which have religious content.",8,"X","83","regular","83","8","3",FALSE,FALSE
"X84","Religious Radio","Organizations with religious affiliations that are engaged in radio productions and broadcasts which have religious content.",8,"X","84","regular","84","8","4",FALSE,FALSE
"X90","Interfaith Coalitions","Organizations representing multiple faiths that have gathered together to establish a worldwide Christian (or other religious) unity; to promote cooperation on such common tasks as supporting missions, working with students and sponsoring conferences; to establish mutual understanding regarding the fundamental issues of belief, worship and polity; and to serve as a united witness on world problems.",8,"X","90","regular","90","9","0",FALSE,FALSE
"X99","Religion-Related N.E.C.","Use this code for organizations that clearly provide services relating to religion where a more specific code cannot be accurately assigned. Examples may include Unitarianism, Taoism, Sikhs, Zoroastrism, Atheism, Actualism, Theosophy, Bahaism and reference to miracles.",8,"X","99","regular","99","9","9",FALSE,FALSE
"Y01","Alliances & Advocacy","Organizations whose activities focus on influencing public policy within the Mutual/Membership Benefit Organizations, Other major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",9,"Y","01","speciality","01","0","1",FALSE,FALSE
"Y02","Management & Technical Assistance","Consultation, training, and other forms of management assistance services to nonprofit groups within the Mutual/Membership Benefit Organizations, Other major group area.",9,"Y","02","speciality","02","0","2",FALSE,FALSE
"Y03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Mutual/ Membership Benefit Organizations, Other major group area.",9,"Y","03","speciality","03","0","3",FALSE,FALSE
"Y05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Mutual/Membership Benefit Organizations, Other major group area.",9,"Y","05","speciality","05","0","5",FALSE,FALSE
"Y11","Single Organization Support","Organizations existing as a fund-raising entity for a single institution within the Mutual & Membership Benefit major group area.",9,"Y","11","speciality","11","0","1",FALSE,FALSE
"Y12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the Mutual/Membership Benefit Organizations, Other major group area.",9,"Y","12","speciality","12","0","2",FALSE,FALSE
"Y19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Mutual/ Membership Benefit Organizations, Other major group area.",9,"Y","19","speciality","19","0","9",FALSE,FALSE
"Y20","Insurance Providers","Organizations that are established as vehicles for their parent corporations to set aside funds for workers compensation, medical malpractice, general liability claims, and other insurance purposes. This code is used primarily for organizations exempt from federal taxes under 501(c)(3) of the Internal Revenue Code.",9,"Y","20","regular","20","2","0",FALSE,FALSE
"Y22","Local Benevolent Life Insurance Associations","Organizations that provide life insurance approximately at cost and on a mutual basis on a purely local or regional basis.",9,"Y","22","regular","22","2","2",FALSE,FALSE
